,1_XGB,3_ExtraTrees,7_XGB,9_ExtraTrees,13_XGB,15_ExtraTrees,19_XGB,21_ExtraTrees,25_XGB,27_ExtraTrees,31_XGB,33_ExtraTrees,37_XGB,39_ExtraTrees,43_XGB,45_ExtraTrees,49_XGB,51_ExtraTrees,55_XGB,57_ExtraTrees,MEAN,MEDIAN
202938_x_at,0.0,0.0,0.0,0.0,0.0,0.22926527729968446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011463263864984223,0.0
216082_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22926358080505077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011463179040252538,0.0
226752_at,0.0,0.0,0.0,0.2291937424670045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011459687123350226,0.0
234613_at,0.0,0.0,0.0,0.22911013860461793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011455506930230897,0.0
228987_at,0.0,0.22908250248749962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011454125124374982,0.0
215428_at,0.0,0.2286654949923372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01143327474961686,0.0
224150_s_at,0.0,0.0,0.0,0.22854654910630803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011427327455315401,0.0
217477_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22839144537813813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011419572268906907,0.0
244532_x_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22799136160500447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011399568080250224,0.0
238127_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227824058346341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01139120291731705,0.0
219594_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22769238327316593,0.0,0.0,0.0,0.0,0.011384619163658297,0.0
207174_at,0.0,0.0,0.0,0.22765337030020935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011382668515010467,0.0
210243_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22758475722958427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011379237861479213,0.0
1555441_at,0.0,0.0,0.0,0.22745449423887132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011372724711943566,0.0
221669_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2274429694073141,0.0,0.0,0.0,0.0,0.011372148470365705,0.0
221733_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21235634331315212,0.0,0.015020772759591319,0.0,0.0,0.0,0.0,0.011368855803637171,0.0
241512_at,0.0,0.22692546198073807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011346273099036904,0.0
205520_at,0.0,0.0,0.0,0.22691382090944534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011345691045472266,0.0
1561617_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2268203234959268,0.0,0.0,0.0,0.0,0.0,0.0,0.01134101617479634,0.0
242926_at,0.0,0.0,0.0,0.0,0.0,0.22579567330529857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011289783665264928,0.0
206737_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22576585331934168,0.0,0.0,0.0,0.0,0.011288292665967084,0.0
225703_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22571401415355824,0.0,0.0,0.011285700707677912,0.0
217017_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03382626536546717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19188256369922777,0.0,0.0,0.011285441453234747,0.0
217714_x_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22562001167196555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011281000583598277,0.0
221900_at,0.0,0.22551475747650399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011275737873825199,0.0
236770_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22521342003093245,0.0,0.0,0.011260671001546622,0.0
202371_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2250898064488621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011254490322443104,0.0
214026_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.224905626728826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112452813364413,0.0
1556527_a_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22489021520782393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011244510760391197,0.0
1562619_at,0.0,0.22484053262218923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011242026631109462,0.0
1570395_a_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2247173726820071,0.0,0.0,0.0,0.0,0.0,0.0,0.011235868634100355,0.0
239453_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2246096458266025,0.0,0.0,0.0,0.0,0.0,0.0,0.011230482291330125,0.0
221382_at,0.0,0.0,0.0,0.0,0.0,0.22460855233364355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011230427616682177,0.0
233048_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2245683696914546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01122841848457273,0.0
214747_at,0.0,0.0,0.0,0.224529861266169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01122649306330845,0.0
236964_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22449453111789525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011224726555894762,0.0
209785_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22427739942992012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011213869971496006,0.0
200623_s_at,0.0,0.2241629648134701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011208148240673505,0.0
203609_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2241558724723844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01120779362361922,0.0
209947_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22413460022913959,0.0,0.0,0.01120673001145698,0.0
1569518_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22403664560478964,0.0,0.0,0.011201832280239483,0.0
219290_x_at,0.0,0.0,0.0,0.0,0.0,0.22397124399762205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011198562199881103,0.0
235431_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2233723061576325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011168615307881626,0.0
218938_at,0.0,0.22335110776822442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01116755538841122,0.0
1566152_a_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22331624049441137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011165812024720568,0.0
200965_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22310975716229095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011155487858114547,0.0
213913_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22295049141821488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011147524570910745,0.0
226340_x_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22288447929573715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011144223964786858,0.0
203332_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22266718231497656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011133359115748828,0.0
200684_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22243898551752522,0.0,0.0,0.011121949275876262,0.0
212759_s_at,0.0,0.2223746393108099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011118731965540495,0.0
204459_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22233024825531336,0.011116512412765667,0.0
215543_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22232672168358145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011116336084179073,0.0
234713_x_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222247576825335,0.0,0.0,0.011111123788412667,0.0
231433_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2220555296247489,0.011102776481237444,0.0
242041_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22199224670329526,0.0,0.0,0.0,0.0,0.011099612335164762,0.0
238556_at,0.0,0.0,0.0,0.0,0.0,0.22162779051482964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011081389525741482,0.0
235922_at,0.0,0.22154087733358083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011077043866679041,0.0
207398_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22141062523664254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011070531261832127,0.0
1557583_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22133298423598088,0.011066649211799045,0.0
223249_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22128031105078055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011064015552539028,0.0
207293_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22100686145229398,0.0,0.0,0.0,0.0,0.0,0.0,0.0110503430726147,0.0
207381_at,0.0,0.0,0.0,0.0,0.0,0.22079531677955241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01103976583897762,0.0
235526_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22078523458259236,0.0,0.0,0.0,0.0,0.011039261729129618,0.0
216936_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22070283501209095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011035141750604547,0.0
242381_x_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22066257194498665,0.0,0.0,0.0,0.0,0.0,0.0,0.011033128597249333,0.0
229912_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22064911216264554,0.011032455608132277,0.0
204005_s_at,0.0,0.22063582562729217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011031791281364608,0.0
204141_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22037700591703058,0.01101885029585153,0.0
208279_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22017815218265382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01100890760913269,0.0
243000_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21997896703275666,0.010998948351637833,0.0
218619_s_at,0.0,0.21970428461884017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010985214230942009,0.0
218741_at,0.0,0.2194539080299225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010972695401496126,0.0
239354_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21943330063696012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010971665031848005,0.0
1561558_at,0.0,0.0,0.0,0.0,0.0,0.21866864926293528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010933432463146764,0.0
229653_at,0.0,0.21859086319222765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010929543159611383,0.0
233394_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2184277787001438,0.01092138893500719,0.0
209556_at,0.0,0.0,0.0,0.0,0.0,0.21834220541696647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010917110270848324,0.0
240161_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21827247288750906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010913623644375453,0.0
1558828_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21824094815250053,0.010912047407625027,0.0
218955_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21787891504969775,0.010893945752484887,0.0
203871_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2177952604156861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010889763020784305,0.0
226641_at,0.0,0.0,0.0,0.0,0.0,0.2175144752338912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01087572376169456,0.0
220012_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2174739543422502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01087369771711251,0.0
1559577_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21746430158725716,0.0,0.0,0.0,0.0,0.010873215079362859,0.0
220293_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21737627073822577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010868813536911288,0.0
232437_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2172155876515784,0.0,0.0,0.0,0.0,0.0,0.0,0.01086077938257892,0.0
241671_x_at,0.0,0.0,0.0,0.0,0.0,0.2170648654159951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010853243270799754,0.0
1568874_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21701864066671928,0.0,0.0,0.0,0.0,0.0,0.0,0.010850932033335963,0.0
238635_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21668419263096297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010834209631548148,0.0
1559542_a_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21657899979763176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010828949989881587,0.0
201806_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2165745087079468,0.0,0.0,0.0,0.0,0.0,0.0,0.01082872543539734,0.0
240788_at,0.0,0.21624991373100586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010812495686550292,0.0
220432_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21607497313548757,0.0,0.0,0.0,0.0,0.0,0.0,0.010803748656774378,0.0
242013_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21601655381521565,0.0,0.0,0.0,0.0,0.0,0.0,0.010800827690760783,0.0
221704_s_at,0.0,0.2160070562741721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010800352813708605,0.0
207979_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21585402252595712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010792701126297856,0.0
233770_at,0.0,0.0,0.0,0.0,0.0,0.2157982274928198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01078991137464099,0.0
224384_s_at,0.0,0.215792033077892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107896016538946,0.0
218423_x_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21567820333691293,0.0,0.0,0.010783910166845646,0.0
242429_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21560296861580414,0.0,0.0,0.010780148430790207,0.0
206592_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2155187069096975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010775935345484874,0.0
220926_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21527889951465184,0.0,0.0,0.0,0.0,0.0,0.0,0.010763944975732593,0.0
232503_at,0.0,0.0,0.0,0.21493026822546107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010746513411273053,0.0
225458_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21471666494845043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010735833247422522,0.0
209330_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21455447831438848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010727723915719424,0.0
227572_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2143585331045458,0.0,0.0,0.0,0.0,0.0,0.0,0.01071792665522729,0.0
1555746_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21433177642998055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010716588821499028,0.0
211782_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21413058820677697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010706529410338849,0.0
240072_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21413058820677688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010706529410338844,0.0
224854_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21410187751707926,0.010705093875853963,0.0
1569522_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21382703341994605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010691351670997303,0.0
221404_at,0.0,0.0,0.0,0.21361269313995954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010680634656997976,0.0
203259_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21360336751771308,0.010680168375885654,0.0
230207_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21349361135889414,0.0,0.0,0.0,0.0,0.010674680567944708,0.0
212519_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2132398968561862,0.01066199484280931,0.0
242438_at,0.0,0.21288694643641443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010644347321820721,0.0
214975_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2126349938555787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010631749692778936,0.0
200763_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21237137413115645,0.0,0.0,0.0,0.0,0.010618568706557823,0.0
209499_x_at,0.0,0.0,0.0,0.0,0.0,0.212252974638984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106126487319492,0.0
204420_at,0.0,0.0,0.0,0.0,0.0,0.21224455487857796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010612227743928898,0.0
1557943_at,0.0,0.0,0.0,0.21212022264483046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010606011132241524,0.0
243210_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2116917379661676,0.0,0.0,0.0,0.0,0.0,0.0,0.01058458689830838,0.0
214061_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211364178952636,0.0105682089476318,0.0
221069_s_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21131222488738147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010565611244369073,0.0
203535_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21130708545063348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010565354272531673,0.0
231733_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21115156890719203,0.010557578445359601,0.0
209438_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21109819316180384,0.0,0.0,0.0,0.0,0.010554909658090191,0.0
232815_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21089660128633791,0.010544830064316895,0.0
215605_at,0.0,0.21080242130395133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010540121065197566,0.0
231815_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21071981023605896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010535990511802948,0.0
223306_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21055954651416905,0.0,0.0,0.0,0.0,0.0,0.0,0.010527977325708452,0.0
241649_at,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21023901421547941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01051195071077397,0.0
